Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
166,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,4,4,2;2,2,3,10;7,8,10,11;11,1,9,8;9,12,9,4;3,12,6,12;3,8,1,8;11,1,10,11;5,12,7,9;7,5,6,5;5,4,7,3;1,10,2,6;"
167,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","2,11,11,5;9,8,12,5;7,7,12,12;2,8,6,1;6,11,1,12;1,6,9,5;6,7,5,9;2,8,2,8;1,9,7,11;"
168,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,2,8,9;12,6,7,10;6,3,1,5;11,2,5,4;8,7,9,6;11,5,12,10;1,9,8,11;7,1,3,3;2,1,7,12;4,8,4,3;5,10,2,10;4,11,12,6;"
169,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,7,5,7;5,12,6,6;1,12,7,8;1,11,9,8;7,11,9,9;1,8,12,11;11,1,2,12;5,8,5,2;2,6,6,9;"
170,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","8,1,5,6;4,12,12,2;9,4,8,2;3,4,11,11;6,9,10,9;6,3,10,3;7,6,1,1;10,5,12,8;7,2,10,7;11,1,9,8;5,4,3,5;11,12,7,2;"
171,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,7,1,11;12,8,5,5;1,6,7,11;1,5,11,12;8,6,6,7;12,11,5,6;2,8,1,8;2,2,9,2;9,7,9,9;"
172,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,12,10,5;8,8,11,7;7,5,9,6;12,12,7,7;3,1,8,2;10,1,9,4;2,12,3,6;5,10,9,6;9,11,11,4;6,2,8,11;5,4,1,1;3,10,4,2;"
173,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,8,1,1;7,6,8,7;7,9,2,12;11,5,11,2;12,5,12,1;9,2,6,8;9,9,11,11;8,6,7,12;6,5,2,1;"
174,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,1,11,7;3,10,6,4;12,1,10,8;2,2,11,10;12,3,4,7;7,11,6,2;3,9,3,10;4,6,12,5;5,12,11,2;4,1,6,5;5,9,7,9;8,1,9,8;"
175,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,11,7,1;6,12,5,9;9,12,12,2;6,7,11,5;11,6,9,2;8,7,6,11;1,8,8,9;12,5,2,5;7,8,1,1;"
176,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,12,9,6;9,10,5,11;2,8,1,3;12,6,6,8;9,9,7,4;12,7,1,8;5,4,8,11;7,3,2,1;3,10,11,4;2,10,5,3;12,4,6,11;5,10,2,7;"
177,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,8,2,2;8,6,11,12;7,12,9,2;11,1,8,7;7,11,9,1;11,5,6,2;9,12,6,6;8,1,12,1;5,9,7,5;"
178,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,2,3,8;5,7,8,8;4,6,10,6;11,3,9,5;6,5,12,11;6,12,9,10;2,7,1,1;3,2,4,3;10,1,9,10;1,9,11,8;12,4,12,7;2,11,5,7;"
179,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,6,7,5;7,2,2,11;2,11,11,1;1,1,12,11;8,2,9,6;6,12,12,7;7,5,9,8;8,9,9,1;8,6,12,5;"
180,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,6,5,11;5,5,3,1;1,4,8,10;7,11,7,5;10,2,3,12;2,6,6,9;1,9,3,12;3,2,4,7;10,2,9,4;8,6,4,11;12,8,1,8;9,12,7,11;"
181,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,12,6,6;7,9,8,12;5,5,1,8;2,7,8,12;2,2,1,11;2,5,6,9;6,9,1,11;8,12,7,9;1,7,11,5;"
182,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,4,2,1;9,8,10,1;6,4,6,7;8,10,1,7;4,10,3,12;8,11,10,6;11,6,12,7;1,3,5,8;5,11,9,9;5,9,3,5;12,2,7,2;4,2,3,11;"
183,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,6,7,5;12,1,1,9;11,11,5,6;6,12,6,1;9,9,8,7;8,1,12,2;7,5,8,9;8,11,2,11;2,5,2,12;"
184,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,2,1,6;9,8,3,9;6,7,4,10;3,3,5,11;9,12,4,8;11,5,7,5;1,7,8,10;11,8,2,2;2,12,10,12;7,4,1,3;12,4,6,6;11,1,10,9;"
185,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","6,8,5,12;9,11,9,2;7,6,1,1;11,9,8,5;6,2,5,8;9,7,2,11;2,12,1,6;12,7,5,7;11,8,1,12;"
186,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,9,8,11;10,12,10,4;11,2,5,2;5,8,1,3;2,3,7,1;6,2,9,5;6,9,10,1;8,12,4,5;7,7,1,7;10,11,11,8;12,3,12,4;3,4,6,9;"
187,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,5,1,11;6,5,2,6;5,12,7,1;1,11,7,1;7,11,9,2;5,9,2,6;11,2,12,8;8,8,9,12;12,9,8,6;"
188,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,9,7,3;10,8,6,2;10,5,6,11;6,5,7,9;4,4,8,7;12,5,6,10;3,2,8,3;2,7,9,4;9,12,10,1;11,4,2,11;12,12,1,3;8,11,5,1;"
189,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,6,7,11;6,6,7,8;9,9,1,1;12,11,1,9;8,1,2,2;2,9,5,8;5,11,12,11;12,2,7,8;7,12,5,6;"
190,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,1,4,9;10,11,8,10;11,3,4,8;6,11,2,6;4,3,6,12;1,12,8,9;1,7,9,7;10,7,3,9;5,2,10,2;6,11,3,4;12,5,7,5;5,12,8,1;"
191,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,6,5,6;1,1,7,12;7,11,7,9;12,12,9,11;5,8,8,6;8,1,12,11;9,5,2,9;8,2,2,2;5,7,11,6;"
192,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,8,9,10;10,12,9,1;8,9,7,3;4,8,10,4;7,11,7,7;5,2,10,6;3,4,8,5;9,12,2,11;2,11,5,11;4,12,1,3;12,1,6,1;6,2,3,5;"
193,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,11,9,1;2,7,7,7;6,1,9,9;2,1,8,11;6,8,7,11;1,2,12,12;8,11,5,5;12,6,5,12;8,5,6,2;"
194,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","6,5,9,3;8,7,2,4;5,4,8,3;6,11,10,5;11,3,10,4;1,1,6,2;1,2,9,6;12,11,7,8;3,4,12,10;8,7,7,2;12,9,12,10;9,1,11,5;"
195,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,11,5,12;7,9,11,11;2,5,2,12;6,2,1,1;11,8,12,7;6,7,8,7;6,6,9,12;8,1,9,5;1,8,9,2;"
196,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,12,3,11;6,10,1,9;6,6,3,8;2,5,1,8;4,6,11,9;5,3,5,8;7,7,1,12;2,9,10,3;9,7,4,8;5,12,2,11;10,7,1,11;4,4,10,12;"
197,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,6,5,12;6,6,11,12;1,11,8,9;11,5,12,2;9,11,2,7;2,6,8,9;7,1,5,7;8,1,7,5;2,9,12,8;"
198,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,11,2,9;4,11,4,6;5,12,5,10;2,3,11,2;1,9,8,8;8,4,4,10;2,5,9,10;6,10,3,3;5,1,6,9;3,7,12,1;12,8,7,7;11,7,1,12;"
199,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;0,10;4,6;4,8;4,10;0,0;0,2;0,4;4,4","1,1,1,1;1,1,1,1;;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,1,11,2;7,5,12,5;;12,7,6,9;9,7,5,8;8,8,7,2;6,12,2,9;12,9,2,1;11,6,5,8;11,1,6,11"
200,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,10,9,7;4,8,3,7;11,6,1,9;7,1,8,4;11,8,10,11;7,12,5,9;1,2,4,5;5,10,6,1;3,2,6,10;4,5,9,3;12,2,6,8;12,12,2,3;"
