Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
202,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,6,8,6;2,10,8,10;12,2,12,2;11,5,12,11;11,1,10,11;10,6,8,6;5,9,5,1;9,12,9,1;5,1,8,2"
203,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,11,7,11;11,8,6,6;6,1,8,1;1,2,9,7;9,1,2,7;9,8,7,6;9,2,11,8;"
204,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,9,12,6;1,4,3,3;9,1,1,12;12,5,4,4;9,7,7,10;5,3,3,6;5,6,10,12;10,1,9,7;7,5,6,4;"
205,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","2,11,10,12;9,8,2,9;12,6,9,10;5,6,10,11;8,2,8,5;1,9,6,2;5,1,12,8;11,1,12,6;10,1,11,5"
206,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,7,11,12;2,7,1,1;8,5,6,12;2,9,2,1;8,11,9,2;9,6,8,7;8,6,11,9;12,1,7,11;6,5,12,5;"
207,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","7,3,9,12;1,10,5,7;6,5,5,12;4,10,9,9;12,5,6,10;4,3,9,3;1,1,4,4;6,3,6,1;7,12,7,10;"
208,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,8,2,8;5,12,2,10;8,11,2,6;12,11,12,10;8,10,6,10;5,11,6,5;2,11,5,12"
209,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","1,12,11,2;5,7,1,9;9,5,5,11;7,11,12,5;12,2,6,9;7,1,9,2;2,12,6,1;6,8,8,6;8,11,8,7"
210,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,7,10,5;9,6,7,10;4,10,5,4;6,7,5,9;7,10,12,5;9,6,6,4;12,4,9,12;"
211,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,8,11,10;8,12,9,8;6,5,9,2;6,12,5,1;11,10,1,11;10,1,2,9;12,2,1,11;10,6,12,5;6,9,8,5"
212,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,1,2,9;6,8,11,7;11,9,7,1;6,9,1,6;11,8,2,6;7,11,2,8;8,2,7,1;"
213,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,10,3,7;5,7,5,1;5,10,1,9;10,3,9,7;12,4,6,5;6,12,4,4;6,1,4,9;3,9,1,6;12,7,12,10;"
214,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,9,6,9;2,6,2,8;10,11,6,11;5,8,5,8;9,5,11,5;10,1,8,2;10,12,1,10;12,11,1,12;1,2,12,9"
215,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,5,6,7;7,9,1,9;11,6,7,2;8,8,12,7;8,1,5,8;1,1,12,12;11,2,9,2;6,2,6,5;9,12,5,11;"
216,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,3,1,9;9,12,10,4;6,7,3,12;4,3,12,1;4,7,10,3;9,1,12,6;10,7,1,5;6,6,7,5;5,4,5,9;"
217,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,5,12,11;6,8,2,6;5,6,11,2;12,6,12,2;8,11,10,5;2,8,10,12;10,11,5,10"
218,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,13","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","4,6,12,8;11,11,9,1;2,2,3,1;12,7,10,8;9,5,4,6;12,9,3,7;1,9,8,6;6,8,10,5;4,12,11,3;11,3,2,7;1,5,10,7;4,5,2,10;"
219,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,5,7,9;4,5,6,7;9,12,12,7;12,12,9,5;10,6,6,10;10,9,4,7;6,4,10,5;"
220,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","9,1,9,6;9,2,10,5;6,11,8,12;5,8,5,2;10,1,10,11;6,1,8,11;1,10,2,12;11,6,12,8;2,9,5,12"
221,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,8,9,9;1,11,8,12;9,5,2,11;5,9,8,5;12,1,8,2;6,7,6,6;2,11,1,7;12,2,5,1;6,7,7,11;"
222,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,6,7,4;1,10,10,4;1,6,10,7;5,4,3,3;9,6,9,9;7,5,3,12;5,12,12,6;12,4,3,1;1,5,10,7;"
223,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,5,6;8,6,2,5;2,12,6,12;11,10,11,10;6,12,11,10;5,2,11,2;8,12,8,10"
224,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,10,6,11;9,12,10,4;5,11,8,2;10,9,8,1;4,7,2,10;3,4,3,12;3,2,5,8;5,7,2,3;1,7,11,1;6,11,12,9;4,1,5,8;7,6,12,6;"
225,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,4,10,10;3,3,1,12;7,9,9,5;1,10,1,6;7,3,4,6;4,12,10,7;6,6,9,3;12,12,1,9;4,5,7,5;"
226,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,10,8,11;2,11,8,5;6,8,11,6;5,10,2,12;12,10,12,2;10,6,12,5;11,2,5,8"
227,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","1,11,7,9;6,7,7,1;8,12,7,8;6,2,9,5;12,8,11,5;2,1,5,8;5,2,2,9;6,12,12,9;11,1,6,11;"
228,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,9,6,10;5,7,9,4;5,12,4,12;4,7,4,12;7,6,10,7;9,10,12,5;6,6,5,9;"
229,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,9,5,1;1,10,2,10;11,12,11,12;5,6,5,6;9,11,8,12;9,6,9,2;10,11,1,8;2,8,1,6;12,5,2,10"
230,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,14","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,4,9,9;5,7,12,1;6,5,8,3;6,7,8,6;4,8,10,2;10,4,3,4;3,5,8,11;11,5,7,11;12,1,9,2;3,10,1,12;1,10,11,2;12,9,7,6;"
231,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","1,12,9,1;6,6,9,1;10,6,5,3;10,4,12,3;12,7,5,6;9,5,7,9;10,3,5,3;4,10,7,12;7,1,4,4;"
232,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,10,6,8;5,6,12,11;11,12,11,10;2,11,8,2;12,8,10,2;8,5,2,6;5,12,6,10"
233,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,8,11,7;7,12,2,2;2,9,9,1;7,12,11,12;1,5,6,6;7,8,6,12;8,11,1,1;6,5,8,11;5,2,9,9;"
234,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,6,10,5;9,10,12,7;4,4,1,5;10,4,7,4;6,1,1,1;12,5,5,3;6,6,3,9;10,7,12,12;3,7,3,9;"
235,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","12,8,2,5;5,12,5,12;10,11,10,6;11,8,11,8;10,12,2,6;5,2,6,2;11,10,8,6"
236,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,9","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,1,6,10;8,5,12,9;12,7,11,5;10,7,8,3;12,2,3,5;12,1,5,10;6,1,9,4;8,4,9,7;2,2,9,11;4,3,7,6;1,11,10,6;8,3,4,2;"
237,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","7,4,7,7;9,12,10,10;5,6,9,5;12,5,5,9;6,12,4,6;6,12,10,7;9,10,4,4"
238,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,11,8,11;12,10,5,9;11,6,2,6;9,1,10,8;1,10,11,10;12,9,1,8;9,12,1,5;5,6,5,2;2,12,2,6"
239,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,12,8,11;9,9,12,7;8,8,12,5;2,7,6,1;7,8,1,5;11,1,5,2;6,5,12,2;6,1,6,11;7,11,2,9;"
240,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,7,9,1;6,5,6,4;10,6,4,12;7,9,3,10;9,4,10,7;12,3,3,10;5,1,1,1;7,6,5,9;12,3,4,5;"
241,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,8,6,10;12,1,5,1;4,11,5,10;8,9,4,6;9,6,8,4;11,4,10,9;2,12,5,1;1,2,12,5;6,8,11,9;2,12,2,11"
242,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,6,3,1;1,10,11,5;6,12,7,9;2,10,8,10;3,5,6,10;4,11,12,4;12,2,8,2;3,11,3,8;7,11,9,5;5,12,6,7;1,7,4,4;1,8,9,2;"
243,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,1,2;1,2,2,2;1,2,2,2;","6,12,6,9;12,12,4,4;4,10,7,9;5,7,6,10;9,9,3,5;3,10,5,12;1,3,6,1;10,4,1,7;5,1,7,3;"
244,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,2,12,11;5,6,10,8;2,10,6,11;5,12,6,10;8,2,5,2;12,8,12,5;8,11,10,11"
245,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,1,2,11;6,12,8,11;9,11,9,5;6,2,11,5;8,8,8,9;6,2,2,5;7,7,12,7;6,9,1,7;12,12,1,1;"
246,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,4,5,7;12,10,5,9;6,7,10,10;10,9,6,7;4,5,4,9;9,5,7,12;12,6,4,6;"
247,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,1,12,2;2,9,11,6;9,8,10,9;12,8,10,11;5,9,1,1;6,6,5,2;11,12,8,5;5,12,8,10;1,2,6,11"
248,0,37,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;4,13;0,0;0,2;0,4;0,6;0,8;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,6,4,10;4,7,12,11;8,9,5,10;5,6,9,4;2,7,1,11;11,3,10,4;8,7,9,3;1,11,2,6;12,12,1,10;3,7,12,9;1,8,5,3;6,5,2,8;"
249,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,3,4,10;7,12,9,10;6,1,7,5;6,5,4,4;3,1,3,4;7,9,7,6;6,10,12,9;1,1,12,5;5,12,3,10;"
250,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,5,8,1;5,2,8,5;6,1,10,6;11,8,11,6;1,9,2,9;1,12,2,8;2,10,12,6;9,5,9,11;12,11,12,10"
251,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,11,6,12;8,6,11,9;2,1,5,2;12,1,12,8;9,12,7,5;2,7,1,9;5,6,2,5;6,11,11,8;8,7,7,1;"
252,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,1,12,6;9,3,1,12;3,10,6,9;10,4,5,7;5,4,7,4;1,1,10,6;9,12,7,10;3,12,7,9;3,6,4,5;"
253,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,5,6,8;12,6,11,2;11,10,11,2;8,2,8,5;12,10,5,11;10,12,2,6;12,10,6,5"
254,0,33,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;4,12;4,14;0,1;0,3;0,5;0,7;0,9","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,6,2,10;12,10,7,1;2,7,2,11;1,8,10,4;12,1,5,8;6,2,3,11;4,9,8,5;11,9,7,3;12,7,4,3;3,5,9,4;1,6,11,12;9,6,5,8;"
255,0,0,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,10,7,5;10,4,6,4;5,9,9,12;6,7,4,7;7,5,9,12;6,10,12,9;4,12,6,5;"
256,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,5,2;8,12,8,9;5,1,9,6;2,12,10,11;1,5,1,1;9,6,8,11;10,10,8,10;12,5,11,9;6,11,6,2"
257,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,11,5,8;7,12,8,12;9,6,6,5;2,5,8,1;11,7,9,9;7,6,2,5;11,7,12,1;6,11,8,2;9,1,12,1;"
258,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,10,10,5;4,1,12,7;3,9,12,10;5,3,9,1;9,7,12,6;4,7,3,1;9,10,5,6;4,12,6,4;5,7,1,6;"
259,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,11,5,12;10,1,12,6;1,11,5,11;2,1,8,1;2,9,5,8;9,6,8,9;10,6,9,8;12,11,6,10;2,10,12,2"
